Region,Chr,Start,End,FG1,FG2,FG3,FG4,FG5,FG6,FL
FG-dDMR_only,2,19977859,19978135,0,0,0,0,0,0,0
FG-dDMR_only,2,20745917,20746102,0,0,0,0,0,0,0
FG-dDMR_only,2,22202088,22202425,0.347400144,0.85766162,2.072298881,1.773290433,0.74332078,1.200710409,0
FG-dDMR_only,2,22399134,22399342,0,0.42883081,0,0,0,0,0
FG-dDMR_only,2,23077447,23077593,0,0,0,0,0,0,0
FG-dDMR_only,2,23988342,23988565,1.389600577,1.28649243,0,0.886645217,2.229962339,2.229890759,1.869221768
FG-dDMR_only,2,24094389,24094772,0,0,0,0.147774203,0.445992468,0.514590175,0
FG-dDMR_only,2,24587775,24587906,0,0,0,0.147774203,0,0.171530058,0
FG-dDMR_only,2,24968368,24968732,0,0,0,0,0,0,0
FG-dDMR_only,2,25258400,25258520,0,0,0,0,0,0,0
FG-dDMR_only,2,25342969,25343092,0,0,0,0,0,0,0
FG-dDMR_only,2,25971573,25971883,0,0,0,0,0,0,0
FG-dDMR_only,2,27849840,27850325,0.347400144,0,0,0.295548406,0,0.171530058,0
FG-dDMR_only,2,27969164,27969436,1.042200433,0.85766162,0,0.295548406,0,0.857650292,0.934610884
FG-dDMR_only,2,28230239,28230572,0,0,0,0,0,0,0
FG-dDMR_only,2,28737278,28737416,0,0,0,0,0,0,0
FG-dDMR_only,2,28787544,28787788,0,0,0,0,0,0,0
FG-dDMR_only,2,29123727,29123981,0,0,0,0,0,0,0
FG-dDMR_only,2,30949005,30949191,0,0,0,0,0,0,0
FG-dDMR_only,2,31639384,31639502,0,0,0,0,0,0,0
FG-dDMR_only,2,32251510,32251649,1.737000721,0,0.777112081,0.295548406,0,0.686120234,0
FG-dDMR_only,2,32687571,32687718,0,0,0,0,0,0.343060117,0
FG-dDMR_only,2,32980552,32980821,0,0,0,0,0,0,0
FG-dDMR_only,2,33849782,33850113,0.694800288,1.28649243,2.331336242,2.807709853,3.716603898,3.430601168,0
FG-dDMR_only,2,33970499,33970631,0.347400144,0,0,0.443322608,0.891984936,1.543770526,0
FG-dDMR_only,2,34234931,34235049,0,0,0,0,0,0,0
FG-dDMR_only,2,34582793,34582911,0.347400144,0.85766162,3.367485682,1.03441942,2.229962339,1.886830643,4.673054421
FG-dDMR_only,2,34952078,34952811,23.27580966,56.60566691,75.63890917,101.3731031,114.6200642,142.5414785,0
FG-dDMR_only,2,34955561,34955809,0,0,0,0,0,0,0
FG-dDMR_only,3,811664,812098,0,0,0,0.443322608,0,0.171530058,0
FG-dDMR_only,3,881090,881240,0.347400144,0,0,0.295548406,0.297328312,0.514590175,0
FG-dDMR_only,3,1354665,1354914,0,0,0,0,0,0,0
FG-dDMR_only,3,2169031,2169371,0,0,0,0,0,0,0
FG-dDMR_only,3,3169367,3169453,0,0,0,0,0,0,0
FG-dDMR_only,3,3832577,3832832,0,0,0,0.147774203,0,0,0
FG-dDMR_only,3,6047208,6047392,0,0,0.25903736,0.147774203,0.148664156,0.171530058,0
FG-dDMR_only,3,6570908,6571273,0,0,0,0,0,0,0
FG-dDMR_only,3,7246620,7246872,0,0,0,0,0,0,0
FG-dDMR_only,3,8015941,8016118,0,0,0,0,0,0,0
FG-dDMR_only,3,8409619,8409743,0,0,0,0,0,0,0
FG-dDMR_only,3,8629458,8629689,0,0,0.777112081,0,0,0,0
FG-dDMR_only,3,8942618,8943063,0,0,0,0.147774203,0,0,0
FG-dDMR_only,3,9319924,9320317,0,0,0,0.147774203,0,0.171530058,0
FG-dDMR_only,3,11067335,11067625,0,0,0,0,0,0,0
FG-dDMR_only,3,11642410,11642580,0,0,0,0,0,0,0
FG-dDMR_only,3,11857285,11857411,0,0,0,0,0,0,0
FG-dDMR_only,3,12675152,12675358,0.347400144,0,0,0,0.148664156,0.171530058,0
FG-dDMR_only,3,13124744,13124928,3.474001442,4.717138909,1.813261521,3.103258259,2.378626495,2.401420818,42.99210067
FG-dDMR_only,3,13748698,13748918,0,0,0,0,0.148664156,0,3.738443536
FG-dDMR_only,3,14057906,14058092,0,0,0,0,0,0,0
FG-dDMR_only,3,14749194,14749460,0,0,0,0,0,0,0
FG-dDMR_only,3,15103669,15103782,0,0,0,0,0,0,0
FG-dDMR_only,3,15113225,15113412,0,0,0,0,0,0,0
FG-dDMR_only,3,15134384,15134587,0,0,0,0,0,0,0
FG-dDMR_only,3,15613687,15613799,4.516201874,15.86673997,19.94587673,16.40293651,27.50286885,21.78431742,0
FG-dDMR_only,3,16709784,16710100,0.347400144,0.85766162,0,0,0,0.171530058,0
FG-dDMR_only,3,16776363,16776567,0,0,0,0,0,0,0
FG-dDMR_only,3,17308010,17308190,0,0,0,0,0,0,0
FG-dDMR_only,3,17916588,17916910,0,0,0,0,0,0,0
FG-dDMR_only,3,18637899,18638001,0,0,0,0,0,0,0
FG-dDMR_only,3,20725202,20725339,1.042200433,0,0,0,0,0.343060117,0
FG-dDMR_only,3,23359386,23359602,0,0,0,0,0.148664156,0,0
FG-dDMR_only,3,24411909,24412466,2.084400865,8.576616199,27.71699754,37.68242171,32.40878599,49.22912676,0
FG-dDMR_only,3,24572451,24572571,0,1.28649243,4.403635123,7.536484342,1.337977403,6.51814222,0
FG-dDMR_only,3,24924370,24924505,1.389600577,0,0,0.147774203,0.148664156,0.171530058,0
FG-dDMR_only,3,25320200,25320294,0,0,0,0,0,0,0
FG-dDMR_only,3,26123078,26123398,10.07460418,27.01634103,44.03635123,40.93345417,45.1939034,44.76934525,0
FG-dDMR_only,3,26143600,26144289,12.15900505,58.32099015,127.7054186,153.2418483,128.4458307,173.9314792,0
FG-dDMR_only,3,26819732,26819992,0,0,0,0,0,0.514590175,0
FG-dDMR_only,3,27436720,27436866,0,0,0,0,0.148664156,0,0
FG-dDMR_only,3,27617929,27618015,2.779201153,11.57843187,18.39165257,22.01835622,20.81298183,29.84623016,0
FG-dDMR_only,3,27618314,27618751,1.389600577,4.288308099,7.253046085,9.605323181,5.797902081,10.2918035,0
FG-dDMR_only,3,27626161,27626452,0,0.42883081,1.295186801,1.625516231,2.081298183,2.229890759,0
FG-dDMR_only,3,27785309,27785617,0,0,0,0,0,0,0
FG-dDMR_only,3,28228226,28228487,0,0.85766162,0,0,0,0.343060117,0
FG-dDMR_only,3,29591936,29592097,0,0,0.777112081,0,0.148664156,0.343060117,0.934610884
FG-dDMR_only,3,29675164,29675476,0,0,0,0,0,0,0
FG-dDMR_only,3,29885012,29885181,0,0,0,0,0,0.343060117,0
FG-dDMR_only,3,30100211,30100463,0,0,0,0,0,0,0
FG-dDMR_only,3,30420792,30420983,0,0,0,0,0,0,0
FG-dDMR_only,3,30830680,30830818,0,0,2.072298881,0.738871014,0,0.171530058,0
FG-dDMR_only,3,31089192,31090510,0,1.71532324,1.813261521,2.216613042,2.378626495,2.229890759,0
FG-dDMR_only,3,31423978,31424278,0,0,0,0,0,0,0
FG-dDMR_only,3,31722864,31723138,0,0.42883081,0,0.147774203,0.445992468,0.171530058,0
FG-dDMR_only,3,32006377,32006716,0,0,0,0,0,0,0
FG-dDMR_only,3,32110688,32111197,0,0,0.51807472,0.443322608,0,0.171530058,2.803832652
FG-dDMR_only,3,32173554,32173723,0,0,0.25903736,0,0,0,0
FG-dDMR_only,3,32182088,32182430,0,0.85766162,0,0,0,0,0
FG-dDMR_only,3,33684753,33685642,0,0,0,0,0,0.857650292,0
FG-dDMR_only,4,468670,468758,0,0,0,0,0,0,0
FG-dDMR_only,4,4915710,4916399,0,0,0,0,0,0,0
FG-dDMR_only,4,7381269,7381662,0,0,0,0,0,0,0
FG-dDMR_only,4,7888723,7888904,0,0,0,0,0,0,0
FG-dDMR_only,4,7955025,7955201,0,0,0,0,0,0,0
FG-dDMR_only,4,15396847,15397090,0,0,0,0,0,0,0
FG-dDMR_only,4,19683996,19684552,43.07761788,75.90305336,93.51248703,64.28177821,97.22635798,124.5308224,0.934610884
FG-dDMR_only,4,19744897,19745083,0,0,0,0.443322608,0.297328312,0.171530058,0
FG-dDMR_only,4,20001004,20001260,0,0.42883081,0,0.147774203,0,0,0
FG-dDMR_only,4,20595424,20595521,0.694800288,0,0.25903736,0.295548406,0.148664156,0.171530058,0
FG-dDMR_only,4,21627730,21627912,0,0,0,0,0.445992468,0,0
FG-dDMR_only,4,21744229,21744373,0,0,0,0,0,0,0
FG-dDMR_only,4,21934033,21934221,0,0,0,0,0,0,0
FG-dDMR_only,4,21962682,21962889,0.347400144,0,0,0,0,0,0
FG-dDMR_only,4,22575514,22575843,0,0,0,0,0,0,0
FG-dDMR_only,4,24030043,24030690,0,0,0,0,0,0,0
FG-dDMR_only,4,24127512,24127670,0.347400144,0,0.25903736,0,0,0,0.934610884
FG-dDMR_only,4,25426805,25426964,0,0,0,0.295548406,0.148664156,0,0
FG-dDMR_only,4,25457673,25458128,0,0.42883081,0,0.886645217,0,0,6.542276189
FG-dDMR_only,4,25472007,25472224,0,0,0,0,0,0,0
FG-dDMR_only,4,25475166,25475574,1.042200433,0,0,0,0,0,0
FG-dDMR_only,4,26530154,26530244,0,0,0,0,0,0,0
FG-dDMR_only,4,27630371,27630458,0,0,0,0,0,0.343060117,0
FG-dDMR_only,4,27903714,27903888,1.042200433,0,0,0.147774203,0,0,0
FG-dDMR_only,4,27907258,27907388,0,0,0,0,0,0,0
FG-dDMR_only,4,28531803,28532069,0,0,0,0,0.148664156,0,0
FG-dDMR_only,4,28847973,28848187,0,0,0,0,0,0,0.934610884
FG-dDMR_only,4,29191226,29191443,0,0,0,0,0,0,0
FG-dDMR_only,4,30022368,30022520,0,0,0,0,0,0,0
FG-dDMR_only,4,30176026,30176485,0,0,0.25903736,0,0,0,0
FG-dDMR_only,4,32693176,32693646,0,0,0,0,0,0,0
FG-dDMR_only,4,33655120,33655383,0.347400144,1.71532324,1.295186801,1.182193622,1.040649091,1.372240467,2.803832652
FG-dDMR_only,4,33656482,33656726,0,0,0,0,0,0,2.803832652
FG-dDMR_only,4,33881402,33881625,0.347400144,0,0,0,0,0,0
FG-dDMR_only,4,35050131,35050413,8.33760346,14.15141673,47.92191163,52.16429359,109.5654829,159.5229543,0.934610884
FG-dDMR_only,5,490311,490462,0.347400144,0,0,0,0.148664156,0.686120234,0
FG-dDMR_only,5,1679700,1679790,0,0,0.777112081,0.147774203,0,0,0
FG-dDMR_only,5,2851959,2852160,0,0,0,0,0,0.343060117,0
FG-dDMR_only,5,4894102,4894252,0,0,0,0,0,0,0
FG-dDMR_only,5,5433068,5433323,0.347400144,0,0,0,0.148664156,0,0
FG-dDMR_only,5,5754540,5754748,0.694800288,2.14415405,0.51807472,0.295548406,0.445992468,0,0
FG-dDMR_only,5,6765408,6765604,0,0,0,1.329967825,0.445992468,0.857650292,0
FG-dDMR_only,5,6820543,6820679,0,0,0,0,0,0,0
FG-dDMR_only,5,7418843,7418942,0,1.28649243,0,0,0,0,0
FG-dDMR_only,5,7972538,7972780,0,0,1.036149441,0.591096811,0.148664156,0,0
FG-dDMR_only,5,10755228,10755310,0.347400144,0.85766162,0.25903736,1.329967825,0.148664156,1.200710409,0.934610884
FG-dDMR_only,5,10919624,10920166,3.821401586,11.57843187,26.42181074,41.37677678,35.67939742,41.51027414,0
FG-dDMR_only,5,16273064,16273157,0,0,0,0,0,0,0
FG-dDMR_only,5,16311106,16311318,4.16880173,5.145969719,4.144597763,5.172097098,1.635305715,2.229890759,2.803832652
FG-dDMR_only,5,16856036,16856371,0.347400144,0,0,0.443322608,0.297328312,0.171530058,0
FG-dDMR_only,5,17137119,17137270,3.474001442,0.85766162,1.295186801,2.65993565,0.148664156,1.200710409,0
FG-dDMR_only,5,17258136,17258245,0,0,0,0,0,0,0
FG-dDMR_only,5,17317436,17317693,0,0,0,0,0,0,0
FG-dDMR_only,5,19716276,19716490,0,0,0,0,0.148664156,0,0
FG-dDMR_only,5,21149050,21149184,0,0,0.25903736,0.591096811,1.189313247,1.543770526,0
FG-dDMR_only,5,21464549,21464805,0,0.42883081,0,0,0,0.171530058,0
FG-dDMR_only,5,21857486,21857720,0,0,0,0,0,0,0
FG-dDMR_only,5,21875510,21875764,0.694800288,1.71532324,0.51807472,0.886645217,0.445992468,0.514590175,2.803832652
FG-dDMR_only,5,22000758,22000964,0,0,0,0,0,0,7.476887073
FG-dDMR_only,5,22219879,22220102,0,0,0,0,0,0,0
FG-dDMR_only,5,22429521,22429752,0.347400144,0,0,0.591096811,0,0.857650292,0
FG-dDMR_only,5,22973735,22973969,0,0,0,0,0,0,0
FG-dDMR_only,5,23987119,23987584,0.347400144,0.42883081,0,0.147774203,0.148664156,0,0
FG-dDMR_only,5,24142823,24143088,0.347400144,0,0,0,0,0,0
FG-dDMR_only,5,24848634,24848969,0,0,0,0,0.297328312,0,0
FG-dDMR_only,5,25347573,25347835,0,0,0,0.147774203,0.594656624,0,0
FG-dDMR_only,5,25348058,25348813,0.347400144,2.57298486,4.403635123,6.797613328,5.797902081,10.97792374,0
FG-dDMR_only,5,25916466,25916630,1.389600577,0,2.331336242,0.591096811,0.148664156,0.857650292,0
FG-dDMR_only,5,26950842,26950938,0,0,0.777112081,0.295548406,0,0,0
FG-dDMR_only,5,26989630,26989802,0,0,0,0.591096811,0,0.171530058,0
FG-dDMR_only,6,302525,302830,0,0,0,0,0,0,0
FG-dDMR_only,6,2377300,2377436,0.694800288,0,0.51807472,0.295548406,0.74332078,0.171530058,0
FG-dDMR_only,6,2717083,2717211,0.694800288,0.85766162,0.25903736,0.147774203,0.297328312,0.343060117,0
FG-dDMR_only,6,2924455,2924561,0,0,0,0,0,0,0
FG-dDMR_only,6,3943948,3944133,0.347400144,0,0,0,0,0,0
FG-dDMR_only,6,4186291,4186414,0,0,0,0,0,0,0
FG-dDMR_only,6,5151760,5151869,0,0,0,0.295548406,0,0,0
FG-dDMR_only,6,5377104,5377226,0,0,0,0.147774203,0,0.171530058,0
FG-dDMR_only,6,6081369,6081698,7.642803172,6.003631339,14.76512953,10.19641999,15.60973637,19.3828966,0
FG-dDMR_only,6,7060563,7060710,0,0,0,0,0,0,0
FG-dDMR_only,6,7540044,7540265,0.694800288,2.57298486,1.554224161,0.295548406,2.527290651,1.200710409,0
FG-dDMR_only,6,7540557,7540748,0.347400144,0.85766162,4.662672483,6.058742314,5.054581302,5.317431811,1.869221768
FG-dDMR_only,6,7725721,7725950,0,0,0,0,0,0,0
FG-dDMR_only,6,8356415,8356617,0,0,0,0.147774203,0.148664156,0.171530058,0
FG-dDMR_only,6,8927961,8928209,0.347400144,0,0,0.591096811,0.445992468,0.686120234,0
FG-dDMR_only,6,9469939,9470183,0,0,0,0.295548406,0,0,0
FG-dDMR_only,6,11300953,11301165,6.253202595,6.432462149,15.54224161,16.99403332,11.74446832,19.55442666,2.803832652
FG-dDMR_only,6,11305251,11305430,11.11680461,18.43972483,34.71100626,21.2794852,38.35535223,40.99568396,0
FG-dDMR_only,6,11997278,11997419,0,0,0,0.147774203,0.148664156,0.343060117,0
FG-dDMR_only,6,13738651,13738842,0,0,0,0,0,0,0
FG-dDMR_only,6,13951511,13951630,1.389600577,0,0,0.886645217,0.297328312,0.171530058,1.869221768
FG-dDMR_only,6,14809519,14809915,0,0,0,0,0,0,0
FG-dDMR_only,6,19710275,19711097,18.75960779,38.5947729,48.43998635,55.85864866,77.60268939,78.21770664,0
FG-dDMR_only,6,20384126,20384463,5.558402307,12.00726268,25.3856613,37.2390991,29.13817456,28.64551975,0
FG-dDMR_only,6,22376045,22376666,0,0,0.25903736,0.147774203,0.148664156,0,0
FG-dDMR_only,6,23395299,23395797,0,0,0,0,0.148664156,0,0
FG-dDMR_only,6,23537612,23537873,0,0,0,0,0,0,0
FG-dDMR_only,6,24030067,24030155,0,0,0,0,0,0,0
FG-dDMR_only,6,24282821,24282990,3.821401586,1.28649243,1.813261521,1.625516231,1.337977403,1.200710409,0.934610884
FG-dDMR_only,6,25073299,25073513,0,0,0,0,0,0,0
FG-dDMR_only,6,25078472,25078618,0,0,0,0.147774203,0.594656624,0.343060117,0
FG-dDMR_only,6,25314683,25315364,0,0,0,0,0,0,0
FG-dDMR_only,6,26183207,26183498,0,0,0,0,0,0,0
FG-dDMR_only,6,26270984,26271153,0,0,0,0,0,0,0
FG-dDMR_only,6,26899911,26900127,0,0,0,0.147774203,0,0.171530058,0
FG-dDMR_only,6,27022911,27023085,0,0,0,0,0,0,0
FG-dDMR_only,6,29399344,29399607,0,0,0,0,0,0.171530058,0
FG-dDMR_only,6,30191024,30191331,0,0,0,0,0.297328312,0,0
FG-dDMR_only,6,30403806,30404034,0,0,1.295186801,0.295548406,0.297328312,0.171530058,0
FG-dDMR_only,6,30913758,30913901,0,0,0,0,0,0.343060117,0
FG-dDMR_only,7,436560,436644,0,0,0,0,0,0.343060117,0
FG-dDMR_only,7,553126,553382,0,1.28649243,0.25903736,0,0,0,0
FG-dDMR_only,7,1581484,1581569,0,0,0,0,0,0,0
FG-dDMR_only,7,2236803,2236948,0,0,0,0,0,0,0
FG-dDMR_only,7,2529368,2529520,0,0,0,0.295548406,0,0,0
FG-dDMR_only,7,3142736,3143078,0,0,0,0,0.297328312,0.857650292,0
FG-dDMR_only,7,3169313,3169590,0,0,0,0,0,0,0
FG-dDMR_only,7,3220900,3221205,0.694800288,0,0.777112081,0.443322608,0,0.343060117,0
FG-dDMR_only,7,3739835,3740067,0,0,0,0.591096811,0,1.200710409,1.869221768
FG-dDMR_only,7,4348411,4348541,2.431801009,2.57298486,5.698821924,3.989903475,2.229962339,2.916010993,0
FG-dDMR_only,7,5121302,5121458,0,0,0.25903736,0.295548406,0.594656624,0.343060117,0
FG-dDMR_only,7,6141660,6141862,0,0.42883081,0.25903736,0.738871014,0,0.514590175,0
FG-dDMR_only,7,7806228,7806511,0.347400144,0,0,0.443322608,0,0.343060117,0
FG-dDMR_only,7,8049143,8049326,0,1.71532324,0.25903736,1.182193622,1.635305715,0,0
FG-dDMR_only,7,8294135,8294483,8.33760346,16.29557078,30.04833378,15.51629129,19.02901196,31.73306081,0
FG-dDMR_only,7,8334120,8334358,0.347400144,0.85766162,0,0,0.297328312,0,0
FG-dDMR_only,7,8993395,8993705,0,0,0,0,0,0,0
FG-dDMR_only,7,13286371,13286485,0,0,0,0.443322608,0,0,0
FG-dDMR_only,7,15188699,15188829,0,0,0,0,0,0,0
FG-dDMR_only,7,15431879,15432092,1.389600577,0,0,0.295548406,0,0,0
FG-dDMR_only,7,15677984,15678606,7.295403028,14.58024754,30.82544586,43.00229301,40.73397872,55.57573893,0
FG-dDMR_only,7,16599469,16599909,0,0.42883081,0,0.147774203,0,0,0
FG-dDMR_only,7,17099242,17099723,3.821401586,0.85766162,2.331336242,1.03441942,0.891984936,0.686120234,0.934610884
FG-dDMR_only,7,17790358,17790553,1.042200433,1.28649243,1.036149441,0.443322608,0.148664156,0.343060117,5.607665305
FG-dDMR_only,7,18624942,18625154,0.694800288,0.42883081,0,0,0,0,0
FG-dDMR_only,7,18712664,18712940,0,0.42883081,0,0.591096811,0.297328312,1.200710409,0
FG-dDMR_only,7,19254933,19255653,0.347400144,2.57298486,4.403635123,6.945387531,6.987215329,6.689672278,0
FG-dDMR_only,7,20129016,20129222,0,0,0,0,0,0,0
FG-dDMR_only,7,20150950,20151108,0,1.28649243,0.51807472,1.477742028,0.445992468,1.200710409,0
FG-dDMR_only,7,20424852,20425235,0,0,0,0,0,0,0
FG-dDMR_only,7,21311703,21311873,0,0,0,0,0,0,0
FG-dDMR_only,7,22392997,22393180,0,0,0,0.147774203,0,0,0
FG-dDMR_only,7,22532504,22532689,0,0,0.25903736,0,0,0,0
FG-dDMR_only,7,22933957,22934220,1.389600577,4.717138909,1.295186801,1.477742028,1.932634027,1.372240467,1.869221768
FG-dDMR_only,7,24616761,24617444,0.347400144,0.85766162,0.25903736,1.625516231,1.783969871,1.715300584,1.869221768
FG-dDMR_only,7,24811649,24811977,0,0,0,0,0.297328312,0.343060117,0
FG-dDMR_only,7,24948881,24949085,0,0,0,0,0,0,0
FG-dDMR_only,7,25909858,25910353,3.821401586,3.85947729,5.698821924,4.285451881,6.541222861,6.175082103,13.08455238
FG-dDMR_only,7,26251608,26251758,0,0,0,0,0,0,0
FG-dDMR_only,7,26258086,26258557,0,0,1.295186801,0.147774203,1.783969871,1.372240467,2.803832652
FG-dDMR_only,7,27119823,27120089,0.694800288,0.42883081,0.25903736,0.591096811,0.74332078,0.514590175,1.869221768
FG-dDMR_only,7,27169622,27169836,2.084400865,12.8649243,18.39165257,24.23496926,21.55630261,32.24765098,0.934610884
FG-dDMR_only,7,27307264,27307688,0,0,0,0,0,0,0
FG-dDMR_only,7,28376368,28376563,0,0,0,0,0,0.171530058,0
FG-dDMR_only,7,29243800,29244004,0,0,0,0,0,0,0
FG-dDMR_only,7,29311075,29311344,0,0,0,0.147774203,0.148664156,0,0
FG-dDMR_only,7,29467991,29468204,0,0,1.036149441,0,0,0,0
FG-dDMR_only,8,1575050,1575210,0,0,0,0,0,0,0
FG-dDMR_only,8,1623374,1623626,0.347400144,0.42883081,0,0,0,0,0
FG-dDMR_only,8,2431337,2431426,0,0,0,0.147774203,0,0.343060117,0
FG-dDMR_only,8,3073640,3073816,0,0,0,0,0,0,0
FG-dDMR_only,8,3388418,3388667,0,0,0,0.295548406,0,0,0
FG-dDMR_only,8,3751908,3752073,0.347400144,0.85766162,0,0,0,0.343060117,0
FG-dDMR_only,8,3958364,3958508,0,0,0,0,0,0,0
FG-dDMR_only,8,5131859,5132029,0,0,0,0,0,0,0
FG-dDMR_only,8,5321620,5321826,2.084400865,0,0.777112081,1.773290433,0.148664156,1.715300584,3.738443536
FG-dDMR_only,8,5680036,5680214,2.084400865,0.42883081,0,1.182193622,0,0.171530058,0
FG-dDMR_only,8,5836842,5837082,0,0,0,0,0.297328312,0,0
FG-dDMR_only,8,6111459,6111746,0,0,0,0,0,0.171530058,0
FG-dDMR_only,8,6753824,6754136,0,0,0.25903736,0.147774203,0,0,0
FG-dDMR_only,8,7603361,7603612,0,1.28649243,0,0,0.74332078,1.02918035,0
FG-dDMR_only,8,8071927,8072156,0,0,0,0,0,0,0
FG-dDMR_only,8,10060130,10060270,0,0,0,0,0,0,0
FG-dDMR_only,8,10886886,10887057,0,0,0,0,0,0,0
FG-dDMR_only,8,11782945,11783090,0,0,0.25903736,0.591096811,0.74332078,0.171530058,0
FG-dDMR_only,8,12350213,12350309,0.694800288,2.57298486,0.25903736,0.295548406,1.189313247,0.686120234,0
FG-dDMR_only,8,15503594,15503835,0,0,0,0.738871014,0.74332078,0.171530058,0.934610884
FG-dDMR_only,8,18141157,18141305,0,0,0,0.147774203,0,0,0
FG-dDMR_only,8,19423132,19423387,0,0,0,0,0,0,0
FG-dDMR_only,8,20377386,20377714,0,0,0,0.591096811,0,0.343060117,0
FG-dDMR_only,8,20558564,20558824,0,0,0,0.147774203,0.297328312,0.514590175,0
FG-dDMR_only,8,21654367,21654527,1.737000721,1.71532324,2.849410962,2.216613042,0.891984936,2.401420818,0.934610884
FG-dDMR_only,8,22741999,22742320,0,0,0.25903736,0.295548406,0,0.343060117,0
FG-dDMR_only,8,22776596,22776863,0.347400144,0,1.295186801,1.182193622,0.594656624,0.514590175,0
FG-dDMR_only,8,22948103,22948411,0.347400144,0,0,0,0.148664156,0,0
FG-dDMR_only,8,23349965,23350100,0,0,0,0.147774203,0,0,0
FG-dDMR_only,8,23488435,23488729,0,0,0,0,0,0,0
FG-dDMR_only,8,24309358,24309533,0,0,0.777112081,0.295548406,0.148664156,0.857650292,0
FG-dDMR_only,8,24422313,24422568,0,0,0,0,0.148664156,0,0.934610884
FG-dDMR_only,8,24735338,24736197,0,0,1.036149441,0.295548406,1.189313247,0.171530058,0
FG-dDMR_only,8,24736835,24737078,0,0,0,0.443322608,0.297328312,0.171530058,0
FG-dDMR_only,8,24750450,24750953,0.347400144,1.28649243,0.25903736,0,0,0,0
FG-dDMR_only,8,24768226,24768508,0,0,0,0.295548406,1.189313247,0.857650292,0
FG-dDMR_only,8,24784954,24785097,0,0,0.25903736,0,0.148664156,0.343060117,0
FG-dDMR_only,8,24834031,24834325,0,0,0,0.147774203,0,0,0
FG-dDMR_only,8,24968998,24969171,0.347400144,0,0.777112081,0,0,0.343060117,0
FG-dDMR_only,8,26169265,26169435,0,0,0,0,0,0,0
FG-dDMR_only,8,26441036,26441114,0,0.42883081,0,0,0,0.343060117,0
FG-dDMR_only,8,26827795,26828034,5.905802451,11.14960106,25.90373602,20.39283999,42.36928444,32.41918104,5.607665305
FG-dDMR_only,8,27623735,27623958,0,0,0,0,0,0,0
FG-dDMR_only,8,28152675,28152872,0,0,0.25903736,0,0,0,0
FG-dDMR_only,8,28409754,28410078,0,0,0,0,0,0,0
FG-dDMR_only,9,1254706,1254916,0,0,0,0,0,0,0
FG-dDMR_only,9,1884037,1884200,0,0,0,0,0,0,0
FG-dDMR_only,9,3634114,3634220,0,0,0,0,0,0,0
FG-dDMR_only,9,3933419,3933532,0.694800288,2.57298486,0.25903736,0.738871014,0.445992468,0.686120234,1.869221768
FG-dDMR_only,9,4570160,4570785,0,0,0,0,0,0.343060117,2.803832652
FG-dDMR_only,9,7158968,7159348,0,0,0,0,0,0,0
FG-dDMR_only,9,10378958,10379055,0.694800288,0,0.25903736,1.182193622,1.040649091,1.715300584,1.869221768
FG-dDMR_only,9,10754151,10754480,0,0,0,0.147774203,0,0,0
FG-dDMR_only,9,11037394,11037551,0,0.42883081,0.777112081,0.295548406,0.148664156,0,0
FG-dDMR_only,9,14633567,14633811,0,0,0,0,0,0,0
FG-dDMR_only,9,16086095,16086273,0,1.28649243,0,0,0,0,0
FG-dDMR_only,9,16215727,16215834,0,0,0,0,0,0,0
FG-dDMR_only,9,16663867,16664244,0,0.85766162,1.295186801,2.068838839,4.905917146,2.916010993,0
FG-dDMR_only,9,16928123,16928188,0,0,0.51807472,0.147774203,0.148664156,0,0
FG-dDMR_only,9,17420620,17420974,0,0,0,0.147774203,0,0,0
FG-dDMR_only,9,19098096,19098253,0,0,0,0,0,0,0
FG-dDMR_only,9,21886165,21886293,0,0,0,0,0,0,0
FG-dDMR_only,10,368180,368447,0.347400144,0,0,0,0.148664156,0,0
FG-dDMR_only,10,404796,404929,0.347400144,0.85766162,1.036149441,1.329967825,1.783969871,2.058360701,0.934610884
FG-dDMR_only,10,1838125,1838526,0,0.85766162,0.25903736,0,0,0.171530058,0
FG-dDMR_only,10,1890176,1890720,0,0,0,0,0,0,0
FG-dDMR_only,10,2576262,2576420,0.347400144,0.42883081,1.295186801,0.295548406,0.445992468,0.343060117,3.738443536
FG-dDMR_only,10,3444620,3445144,29.52901225,59.17865177,95.58478591,53.0509388,136.9196876,145.4574895,0
FG-dDMR_only,10,5680299,5680662,3.821401586,6.003631339,4.144597763,3.989903475,1.486641559,3.602131227,0
FG-dDMR_only,10,6420592,6420748,0,0,0,0,0,0,0
FG-dDMR_only,10,7535392,7535626,0,0.42883081,0,0.591096811,0.148664156,0,0
FG-dDMR_only,10,8506074,8506152,0,0,0,0,0,0,0
FG-dDMR_only,10,9497877,9498140,0,0.42883081,0,0,0.148664156,0,0
FG-dDMR_only,10,11192937,11193103,0.694800288,0,0,0.443322608,0,0,0
FG-dDMR_only,10,11922950,11923127,0.347400144,0,0,0.886645217,0,0,0
FG-dDMR_only,10,12206027,12206233,0,0.42883081,0,0.295548406,0.297328312,0,0.934610884
FG-dDMR_only,10,13147745,13147963,0,0,0,0,0,0,0
FG-dDMR_only,10,15011395,15011890,10.76940447,9.863108629,8.030158166,11.23083941,5.500573769,7.204262453,7.476887073
FG-dDMR_only,10,15870324,15870605,0,0,0,0,0,0,0
FG-dDMR_only,10,15986244,15986518,3.821401586,6.861292959,8.289195526,2.216613042,8.622521044,6.861202337,0
