File,Sample,Family,Context
FG4-1_S7_Nonun_CHH.txt,FG4-1_S7,Nonun,CHH
FG4-1_S7_HEL_CpG.txt,FG4-1_S7,HEL,CpG
FG4-1_S7_HEL_CHG.txt,FG4-1_S7,HEL,CHG
FG4-1_S7_HEL_CHH.txt,FG4-1_S7,HEL,CHH
FG4-1_S7_Rep_CpG.txt,FG4-1_S7,Rep,CpG
FG4-1_S7_Rep_CHG.txt,FG4-1_S7,Rep,CHG
FG4-1_S7_Rep_CHH.txt,FG4-1_S7,Rep,CHH
FG4-1_S7_Sat_CpG.txt,FG4-1_S7,Sat,CpG
FG4-1_S7_Sat_CHG.txt,FG4-1_S7,Sat,CHG
FG4-1_S7_Sat_CHH.txt,FG4-1_S7,Sat,CHH
FG4-2_S8_Gene_CpG.txt,FG4-2_S8,Gene,CpG
FG4-2_S8_Gene_CHG.txt,FG4-2_S8,Gene,CHG
FG4-2_S8_Gene_CHH.txt,FG4-2_S8,Gene,CHH
FG4-2_S8_Copia_CpG.txt,FG4-2_S8,Copia,CpG
FG4-2_S8_Copia_CHG.txt,FG4-2_S8,Copia,CHG
FG4-2_S8_Copia_CHH.txt,FG4-2_S8,Copia,CHH
FG4-2_S8_Gypsy_CpG.txt,FG4-2_S8,Gypsy,CpG
FG4-2_S8_Gypsy_CHG.txt,FG4-2_S8,Gypsy,CHG
FG4-2_S8_Gypsy_CHH.txt,FG4-2_S8,Gypsy,CHH
FG4-2_S8_TRIM_CpG.txt,FG4-2_S8,TRIM,CpG
FG4-2_S8_TRIM_CHG.txt,FG4-2_S8,TRIM,CHG
FG4-2_S8_TRIM_CHH.txt,FG4-2_S8,TRIM,CHH
FG4-2_S8_LTRun_CpG.txt,FG4-2_S8,LTRun,CpG
FG4-2_S8_LTRun_CHG.txt,FG4-2_S8,LTRun,CHG
FG4-2_S8_LTRun_CHH.txt,FG4-2_S8,LTRun,CHH
FG4-2_S8_CACTA_CpG.txt,FG4-2_S8,CACTA,CpG
FG4-2_S8_CACTA_CHG.txt,FG4-2_S8,CACTA,CHG
FG4-2_S8_CACTA_CHH.txt,FG4-2_S8,CACTA,CHH
FG4-2_S8_Mut_CpG.txt,FG4-2_S8,Mut,CpG
FG4-2_S8_Mut_CHG.txt,FG4-2_S8,Mut,CHG
FG4-2_S8_Mut_CHH.txt,FG4-2_S8,Mut,CHH
FG4-2_S8_PIF_CpG.txt,FG4-2_S8,PIF,CpG
FG4-2_S8_PIF_CHG.txt,FG4-2_S8,PIF,CHG
FG4-2_S8_PIF_CHH.txt,FG4-2_S8,PIF,CHH
FG4-2_S8_Tc1_CpG.txt,FG4-2_S8,Tc1,CpG
FG4-2_S8_Tc1_CHG.txt,FG4-2_S8,Tc1,CHG
FG4-2_S8_Tc1_CHH.txt,FG4-2_S8,Tc1,CHH
FG4-2_S8_hAT_CpG.txt,FG4-2_S8,hAT,CpG
FG4-2_S8_hAT_CHG.txt,FG4-2_S8,hAT,CHG
FG4-2_S8_hAT_CHH.txt,FG4-2_S8,hAT,CHH
FG4-2_S8_TIRun_CpG.txt,FG4-2_S8,TIRun,CpG
FG4-2_S8_TIRun_CHG.txt,FG4-2_S8,TIRun,CHG
FG4-2_S8_TIRun_CHH.txt,FG4-2_S8,TIRun,CHH
FG4-2_S8_Cen_CpG.txt,FG4-2_S8,Cen,CpG
FG4-2_S8_Cen_CHG.txt,FG4-2_S8,Cen,CHG
FG4-2_S8_Cen_CHH.txt,FG4-2_S8,Cen,CHH
FG4-2_S8_LINE_CpG.txt,FG4-2_S8,LINE,CpG
FG4-2_S8_LINE_CHG.txt,FG4-2_S8,LINE,CHG
FG4-2_S8_LINE_CHH.txt,FG4-2_S8,LINE,CHH
FG4-2_S8_SINE_CpG.txt,FG4-2_S8,SINE,CpG
FG4-2_S8_SINE_CHG.txt,FG4-2_S8,SINE,CHG
FG4-2_S8_SINE_CHH.txt,FG4-2_S8,SINE,CHH
FG4-2_S8_Nonun_CpG.txt,FG4-2_S8,Nonun,CpG
FG4-2_S8_Nonun_CHG.txt,FG4-2_S8,Nonun,CHG
FG4-2_S8_Nonun_CHH.txt,FG4-2_S8,Nonun,CHH
FG4-2_S8_HEL_CpG.txt,FG4-2_S8,HEL,CpG
FG4-2_S8_HEL_CHG.txt,FG4-2_S8,HEL,CHG
FG4-2_S8_HEL_CHH.txt,FG4-2_S8,HEL,CHH
FG4-2_S8_Rep_CpG.txt,FG4-2_S8,Rep,CpG
FG4-2_S8_Rep_CHG.txt,FG4-2_S8,Rep,CHG
FG4-2_S8_Rep_CHH.txt,FG4-2_S8,Rep,CHH
FG4-2_S8_Sat_CpG.txt,FG4-2_S8,Sat,CpG
FG4-2_S8_Sat_CHG.txt,FG4-2_S8,Sat,CHG
FG4-2_S8_Sat_CHH.txt,FG4-2_S8,Sat,CHH
FG5-1_S9_Gene_CpG.txt,FG5-1_S9,Gene,CpG
FG5-1_S9_Gene_CHG.txt,FG5-1_S9,Gene,CHG
FG5-1_S9_Gene_CHH.txt,FG5-1_S9,Gene,CHH
FG5-1_S9_Copia_CpG.txt,FG5-1_S9,Copia,CpG
FG5-1_S9_Copia_CHG.txt,FG5-1_S9,Copia,CHG
FG5-1_S9_Copia_CHH.txt,FG5-1_S9,Copia,CHH
FG5-1_S9_Gypsy_CpG.txt,FG5-1_S9,Gypsy,CpG
FG5-1_S9_Gypsy_CHG.txt,FG5-1_S9,Gypsy,CHG
FG5-1_S9_Gypsy_CHH.txt,FG5-1_S9,Gypsy,CHH
FG5-1_S9_TRIM_CpG.txt,FG5-1_S9,TRIM,CpG
FG5-1_S9_TRIM_CHG.txt,FG5-1_S9,TRIM,CHG
FG5-1_S9_TRIM_CHH.txt,FG5-1_S9,TRIM,CHH
FG5-1_S9_LTRun_CpG.txt,FG5-1_S9,LTRun,CpG
FG5-1_S9_LTRun_CHG.txt,FG5-1_S9,LTRun,CHG
FG5-1_S9_LTRun_CHH.txt,FG5-1_S9,LTRun,CHH
FG5-1_S9_CACTA_CpG.txt,FG5-1_S9,CACTA,CpG
FG5-1_S9_CACTA_CHG.txt,FG5-1_S9,CACTA,CHG
FG5-1_S9_CACTA_CHH.txt,FG5-1_S9,CACTA,CHH
FG5-1_S9_Mut_CpG.txt,FG5-1_S9,Mut,CpG
FG5-1_S9_Mut_CHG.txt,FG5-1_S9,Mut,CHG
FG5-1_S9_Mut_CHH.txt,FG5-1_S9,Mut,CHH
FG5-1_S9_PIF_CpG.txt,FG5-1_S9,PIF,CpG
FG5-1_S9_PIF_CHG.txt,FG5-1_S9,PIF,CHG
FG5-1_S9_PIF_CHH.txt,FG5-1_S9,PIF,CHH
FG5-1_S9_Tc1_CpG.txt,FG5-1_S9,Tc1,CpG
FG5-1_S9_Tc1_CHG.txt,FG5-1_S9,Tc1,CHG
FG5-1_S9_Tc1_CHH.txt,FG5-1_S9,Tc1,CHH
FG5-1_S9_hAT_CpG.txt,FG5-1_S9,hAT,CpG
FG5-1_S9_hAT_CHG.txt,FG5-1_S9,hAT,CHG
FG5-1_S9_hAT_CHH.txt,FG5-1_S9,hAT,CHH
FG5-1_S9_TIRun_CpG.txt,FG5-1_S9,TIRun,CpG
FG5-1_S9_TIRun_CHG.txt,FG5-1_S9,TIRun,CHG
FG5-1_S9_TIRun_CHH.txt,FG5-1_S9,TIRun,CHH
FG5-1_S9_Cen_CpG.txt,FG5-1_S9,Cen,CpG
FG5-1_S9_Cen_CHG.txt,FG5-1_S9,Cen,CHG
FG5-1_S9_Cen_CHH.txt,FG5-1_S9,Cen,CHH
FG5-1_S9_LINE_CpG.txt,FG5-1_S9,LINE,CpG
FG5-1_S9_LINE_CHG.txt,FG5-1_S9,LINE,CHG
FG5-1_S9_LINE_CHH.txt,FG5-1_S9,LINE,CHH
FG5-1_S9_SINE_CpG.txt,FG5-1_S9,SINE,CpG
FG5-1_S9_SINE_CHG.txt,FG5-1_S9,SINE,CHG
FG5-1_S9_SINE_CHH.txt,FG5-1_S9,SINE,CHH
FG5-1_S9_Nonun_CpG.txt,FG5-1_S9,Nonun,CpG
FG5-1_S9_Nonun_CHG.txt,FG5-1_S9,Nonun,CHG
FG5-1_S9_Nonun_CHH.txt,FG5-1_S9,Nonun,CHH
FG5-1_S9_HEL_CpG.txt,FG5-1_S9,HEL,CpG
FG5-1_S9_HEL_CHG.txt,FG5-1_S9,HEL,CHG
FG5-1_S9_HEL_CHH.txt,FG5-1_S9,HEL,CHH
FG5-1_S9_Rep_CpG.txt,FG5-1_S9,Rep,CpG
FG5-1_S9_Rep_CHG.txt,FG5-1_S9,Rep,CHG
FG5-1_S9_Rep_CHH.txt,FG5-1_S9,Rep,CHH
FG5-1_S9_Sat_CpG.txt,FG5-1_S9,Sat,CpG
FG5-1_S9_Sat_CHG.txt,FG5-1_S9,Sat,CHG
FG5-1_S9_Sat_CHH.txt,FG5-1_S9,Sat,CHH
FG5-2_S10_Gene_CpG.txt,FG5-2_S10,Gene,CpG
FG5-2_S10_Gene_CHG.txt,FG5-2_S10,Gene,CHG
FG5-2_S10_Gene_CHH.txt,FG5-2_S10,Gene,CHH
FG5-2_S10_Copia_CpG.txt,FG5-2_S10,Copia,CpG
FG5-2_S10_Copia_CHG.txt,FG5-2_S10,Copia,CHG
FG5-2_S10_Copia_CHH.txt,FG5-2_S10,Copia,CHH
FG5-2_S10_Gypsy_CpG.txt,FG5-2_S10,Gypsy,CpG
FG5-2_S10_Gypsy_CHG.txt,FG5-2_S10,Gypsy,CHG
FG5-2_S10_Gypsy_CHH.txt,FG5-2_S10,Gypsy,CHH
FG5-2_S10_TRIM_CpG.txt,FG5-2_S10,TRIM,CpG
FG5-2_S10_TRIM_CHG.txt,FG5-2_S10,TRIM,CHG
FG5-2_S10_TRIM_CHH.txt,FG5-2_S10,TRIM,CHH
FG5-2_S10_LTRun_CpG.txt,FG5-2_S10,LTRun,CpG
FG5-2_S10_LTRun_CHG.txt,FG5-2_S10,LTRun,CHG
FG5-2_S10_LTRun_CHH.txt,FG5-2_S10,LTRun,CHH
FG5-2_S10_CACTA_CpG.txt,FG5-2_S10,CACTA,CpG
FG5-2_S10_CACTA_CHG.txt,FG5-2_S10,CACTA,CHG
FG5-2_S10_CACTA_CHH.txt,FG5-2_S10,CACTA,CHH
FG5-2_S10_Mut_CpG.txt,FG5-2_S10,Mut,CpG
FG5-2_S10_Mut_CHG.txt,FG5-2_S10,Mut,CHG
FG5-2_S10_Mut_CHH.txt,FG5-2_S10,Mut,CHH
FG5-2_S10_PIF_CpG.txt,FG5-2_S10,PIF,CpG
FG5-2_S10_PIF_CHG.txt,FG5-2_S10,PIF,CHG
FG5-2_S10_PIF_CHH.txt,FG5-2_S10,PIF,CHH
FG5-2_S10_Tc1_CpG.txt,FG5-2_S10,Tc1,CpG
FG5-2_S10_Tc1_CHG.txt,FG5-2_S10,Tc1,CHG
FG5-2_S10_Tc1_CHH.txt,FG5-2_S10,Tc1,CHH
FG5-2_S10_hAT_CpG.txt,FG5-2_S10,hAT,CpG
FG5-2_S10_hAT_CHG.txt,FG5-2_S10,hAT,CHG
FG5-2_S10_hAT_CHH.txt,FG5-2_S10,hAT,CHH
FG5-2_S10_TIRun_CpG.txt,FG5-2_S10,TIRun,CpG
FG5-2_S10_TIRun_CHG.txt,FG5-2_S10,TIRun,CHG
FG5-2_S10_TIRun_CHH.txt,FG5-2_S10,TIRun,CHH
FG5-2_S10_Cen_CpG.txt,FG5-2_S10,Cen,CpG
FG5-2_S10_Cen_CHG.txt,FG5-2_S10,Cen,CHG
FG5-2_S10_Cen_CHH.txt,FG5-2_S10,Cen,CHH
FG5-2_S10_LINE_CpG.txt,FG5-2_S10,LINE,CpG
FG5-2_S10_LINE_CHG.txt,FG5-2_S10,LINE,CHG
FG5-2_S10_LINE_CHH.txt,FG5-2_S10,LINE,CHH
FG5-2_S10_SINE_CpG.txt,FG5-2_S10,SINE,CpG
FG5-2_S10_SINE_CHG.txt,FG5-2_S10,SINE,CHG
FG5-2_S10_SINE_CHH.txt,FG5-2_S10,SINE,CHH
FG5-2_S10_Nonun_CpG.txt,FG5-2_S10,Nonun,CpG
FG5-2_S10_Nonun_CHG.txt,FG5-2_S10,Nonun,CHG
FG5-2_S10_Nonun_CHH.txt,FG5-2_S10,Nonun,CHH
FG5-2_S10_HEL_CpG.txt,FG5-2_S10,HEL,CpG
FG5-2_S10_HEL_CHG.txt,FG5-2_S10,HEL,CHG
FG5-2_S10_HEL_CHH.txt,FG5-2_S10,HEL,CHH
FG5-2_S10_Rep_CpG.txt,FG5-2_S10,Rep,CpG
FG5-2_S10_Rep_CHG.txt,FG5-2_S10,Rep,CHG
FG5-2_S10_Rep_CHH.txt,FG5-2_S10,Rep,CHH
FG5-2_S10_Sat_CpG.txt,FG5-2_S10,Sat,CpG
FG5-2_S10_Sat_CHG.txt,FG5-2_S10,Sat,CHG
FG5-2_S10_Sat_CHH.txt,FG5-2_S10,Sat,CHH
FG6-1_S11_Gene_CpG.txt,FG6-1_S11,Gene,CpG
FG6-1_S11_Gene_CHG.txt,FG6-1_S11,Gene,CHG
FG6-1_S11_Gene_CHH.txt,FG6-1_S11,Gene,CHH
FG6-1_S11_Copia_CpG.txt,FG6-1_S11,Copia,CpG
FG6-1_S11_Copia_CHG.txt,FG6-1_S11,Copia,CHG
FG6-1_S11_Copia_CHH.txt,FG6-1_S11,Copia,CHH
FG6-1_S11_Gypsy_CpG.txt,FG6-1_S11,Gypsy,CpG
FG6-1_S11_Gypsy_CHG.txt,FG6-1_S11,Gypsy,CHG
FG6-1_S11_Gypsy_CHH.txt,FG6-1_S11,Gypsy,CHH
FG6-1_S11_TRIM_CpG.txt,FG6-1_S11,TRIM,CpG
FG6-1_S11_TRIM_CHG.txt,FG6-1_S11,TRIM,CHG
FG6-1_S11_TRIM_CHH.txt,FG6-1_S11,TRIM,CHH
FG6-1_S11_LTRun_CpG.txt,FG6-1_S11,LTRun,CpG
FG6-1_S11_LTRun_CHG.txt,FG6-1_S11,LTRun,CHG
FG6-1_S11_LTRun_CHH.txt,FG6-1_S11,LTRun,CHH
FG6-1_S11_CACTA_CpG.txt,FG6-1_S11,CACTA,CpG
FG6-1_S11_CACTA_CHG.txt,FG6-1_S11,CACTA,CHG
FG6-1_S11_CACTA_CHH.txt,FG6-1_S11,CACTA,CHH
FG6-1_S11_Mut_CpG.txt,FG6-1_S11,Mut,CpG
FG6-1_S11_Mut_CHG.txt,FG6-1_S11,Mut,CHG
FG6-1_S11_Mut_CHH.txt,FG6-1_S11,Mut,CHH
FG6-1_S11_PIF_CpG.txt,FG6-1_S11,PIF,CpG
FG6-1_S11_PIF_CHG.txt,FG6-1_S11,PIF,CHG
FG6-1_S11_PIF_CHH.txt,FG6-1_S11,PIF,CHH
FG6-1_S11_Tc1_CpG.txt,FG6-1_S11,Tc1,CpG
FG6-1_S11_Tc1_CHG.txt,FG6-1_S11,Tc1,CHG
FG6-1_S11_Tc1_CHH.txt,FG6-1_S11,Tc1,CHH
FG6-1_S11_hAT_CpG.txt,FG6-1_S11,hAT,CpG
FG6-1_S11_hAT_CHG.txt,FG6-1_S11,hAT,CHG
FG6-1_S11_hAT_CHH.txt,FG6-1_S11,hAT,CHH
FG6-1_S11_TIRun_CpG.txt,FG6-1_S11,TIRun,CpG
FG6-1_S11_TIRun_CHG.txt,FG6-1_S11,TIRun,CHG
FG6-1_S11_TIRun_CHH.txt,FG6-1_S11,TIRun,CHH
FG6-1_S11_Cen_CpG.txt,FG6-1_S11,Cen,CpG
FG6-1_S11_Cen_CHG.txt,FG6-1_S11,Cen,CHG
FG6-1_S11_Cen_CHH.txt,FG6-1_S11,Cen,CHH
FG6-1_S11_LINE_CpG.txt,FG6-1_S11,LINE,CpG
FG6-1_S11_LINE_CHG.txt,FG6-1_S11,LINE,CHG
FG6-1_S11_LINE_CHH.txt,FG6-1_S11,LINE,CHH
FG6-1_S11_SINE_CpG.txt,FG6-1_S11,SINE,CpG
FG6-1_S11_SINE_CHG.txt,FG6-1_S11,SINE,CHG
FG6-1_S11_SINE_CHH.txt,FG6-1_S11,SINE,CHH
FG6-1_S11_Nonun_CpG.txt,FG6-1_S11,Nonun,CpG
FG6-1_S11_Nonun_CHG.txt,FG6-1_S11,Nonun,CHG
FG6-1_S11_Nonun_CHH.txt,FG6-1_S11,Nonun,CHH
FG6-1_S11_HEL_CpG.txt,FG6-1_S11,HEL,CpG
FG6-1_S11_HEL_CHG.txt,FG6-1_S11,HEL,CHG
FG6-1_S11_HEL_CHH.txt,FG6-1_S11,HEL,CHH
FG6-1_S11_Rep_CpG.txt,FG6-1_S11,Rep,CpG
FG6-1_S11_Rep_CHG.txt,FG6-1_S11,Rep,CHG
FG6-1_S11_Rep_CHH.txt,FG6-1_S11,Rep,CHH
FG6-1_S11_Sat_CpG.txt,FG6-1_S11,Sat,CpG
FG6-1_S11_Sat_CHG.txt,FG6-1_S11,Sat,CHG
FG6-1_S11_Sat_CHH.txt,FG6-1_S11,Sat,CHH
FG6-2_S12_Gene_CpG.txt,FG6-2_S12,Gene,CpG
FG6-2_S12_Gene_CHG.txt,FG6-2_S12,Gene,CHG
FG6-2_S12_Gene_CHH.txt,FG6-2_S12,Gene,CHH
FG6-2_S12_Copia_CpG.txt,FG6-2_S12,Copia,CpG
FG6-2_S12_Copia_CHG.txt,FG6-2_S12,Copia,CHG
FG6-2_S12_Copia_CHH.txt,FG6-2_S12,Copia,CHH
FG6-2_S12_Gypsy_CpG.txt,FG6-2_S12,Gypsy,CpG
FG6-2_S12_Gypsy_CHG.txt,FG6-2_S12,Gypsy,CHG
FG6-2_S12_Gypsy_CHH.txt,FG6-2_S12,Gypsy,CHH
FG6-2_S12_TRIM_CpG.txt,FG6-2_S12,TRIM,CpG
FG6-2_S12_TRIM_CHG.txt,FG6-2_S12,TRIM,CHG
FG6-2_S12_TRIM_CHH.txt,FG6-2_S12,TRIM,CHH
FG6-2_S12_LTRun_CpG.txt,FG6-2_S12,LTRun,CpG
FG6-2_S12_LTRun_CHG.txt,FG6-2_S12,LTRun,CHG
FG6-2_S12_LTRun_CHH.txt,FG6-2_S12,LTRun,CHH
FG6-2_S12_CACTA_CpG.txt,FG6-2_S12,CACTA,CpG
FG6-2_S12_CACTA_CHG.txt,FG6-2_S12,CACTA,CHG
FG6-2_S12_CACTA_CHH.txt,FG6-2_S12,CACTA,CHH
FG6-2_S12_Mut_CpG.txt,FG6-2_S12,Mut,CpG
FG6-2_S12_Mut_CHG.txt,FG6-2_S12,Mut,CHG
FG6-2_S12_Mut_CHH.txt,FG6-2_S12,Mut,CHH
FG6-2_S12_PIF_CpG.txt,FG6-2_S12,PIF,CpG
FG6-2_S12_PIF_CHG.txt,FG6-2_S12,PIF,CHG
FG6-2_S12_PIF_CHH.txt,FG6-2_S12,PIF,CHH
FG6-2_S12_Tc1_CpG.txt,FG6-2_S12,Tc1,CpG
FG6-2_S12_Tc1_CHG.txt,FG6-2_S12,Tc1,CHG
FG6-2_S12_Tc1_CHH.txt,FG6-2_S12,Tc1,CHH
FG6-2_S12_hAT_CpG.txt,FG6-2_S12,hAT,CpG
FG6-2_S12_hAT_CHG.txt,FG6-2_S12,hAT,CHG
FG6-2_S12_hAT_CHH.txt,FG6-2_S12,hAT,CHH
FG6-2_S12_TIRun_CpG.txt,FG6-2_S12,TIRun,CpG
FG6-2_S12_TIRun_CHG.txt,FG6-2_S12,TIRun,CHG
FG6-2_S12_TIRun_CHH.txt,FG6-2_S12,TIRun,CHH
FG6-2_S12_Cen_CpG.txt,FG6-2_S12,Cen,CpG
FG6-2_S12_Cen_CHG.txt,FG6-2_S12,Cen,CHG
FG6-2_S12_Cen_CHH.txt,FG6-2_S12,Cen,CHH
FG6-2_S12_LINE_CpG.txt,FG6-2_S12,LINE,CpG
FG6-2_S12_LINE_CHG.txt,FG6-2_S12,LINE,CHG
FG6-2_S12_LINE_CHH.txt,FG6-2_S12,LINE,CHH
FG6-2_S12_SINE_CpG.txt,FG6-2_S12,SINE,CpG
FG6-2_S12_SINE_CHG.txt,FG6-2_S12,SINE,CHG
FG6-2_S12_SINE_CHH.txt,FG6-2_S12,SINE,CHH
FG6-2_S12_Nonun_CpG.txt,FG6-2_S12,Nonun,CpG
FG6-2_S12_Nonun_CHG.txt,FG6-2_S12,Nonun,CHG
FG6-2_S12_Nonun_CHH.txt,FG6-2_S12,Nonun,CHH
FG6-2_S12_HEL_CpG.txt,FG6-2_S12,HEL,CpG
FG6-2_S12_HEL_CHG.txt,FG6-2_S12,HEL,CHG
FG6-2_S12_HEL_CHH.txt,FG6-2_S12,HEL,CHH
FG6-2_S12_Rep_CpG.txt,FG6-2_S12,Rep,CpG
FG6-2_S12_Rep_CHG.txt,FG6-2_S12,Rep,CHG
FG6-2_S12_Rep_CHH.txt,FG6-2_S12,Rep,CHH
FG6-2_S12_Sat_CpG.txt,FG6-2_S12,Sat,CpG
FG6-2_S12_Sat_CHG.txt,FG6-2_S12,Sat,CHG
FG6-2_S12_Sat_CHH.txt,FG6-2_S12,Sat,CHH
FL-1_S13_Gene_CpG.txt,FL-1_S13,Gene,CpG
FL-1_S13_Gene_CHG.txt,FL-1_S13,Gene,CHG
FL-1_S13_Gene_CHH.txt,FL-1_S13,Gene,CHH
FL-1_S13_Copia_CpG.txt,FL-1_S13,Copia,CpG
FL-1_S13_Copia_CHG.txt,FL-1_S13,Copia,CHG
FL-1_S13_Copia_CHH.txt,FL-1_S13,Copia,CHH
FL-1_S13_Gypsy_CpG.txt,FL-1_S13,Gypsy,CpG
FL-1_S13_Gypsy_CHG.txt,FL-1_S13,Gypsy,CHG
FL-1_S13_Gypsy_CHH.txt,FL-1_S13,Gypsy,CHH
FL-1_S13_TRIM_CpG.txt,FL-1_S13,TRIM,CpG
FL-1_S13_TRIM_CHG.txt,FL-1_S13,TRIM,CHG
FL-1_S13_TRIM_CHH.txt,FL-1_S13,TRIM,CHH
FL-1_S13_LTRun_CpG.txt,FL-1_S13,LTRun,CpG
FL-1_S13_LTRun_CHG.txt,FL-1_S13,LTRun,CHG
FL-1_S13_LTRun_CHH.txt,FL-1_S13,LTRun,CHH
FL-1_S13_CACTA_CpG.txt,FL-1_S13,CACTA,CpG
FL-1_S13_CACTA_CHG.txt,FL-1_S13,CACTA,CHG
FL-1_S13_CACTA_CHH.txt,FL-1_S13,CACTA,CHH
FL-1_S13_Mut_CpG.txt,FL-1_S13,Mut,CpG
FL-1_S13_Mut_CHG.txt,FL-1_S13,Mut,CHG
FL-1_S13_Mut_CHH.txt,FL-1_S13,Mut,CHH
FL-1_S13_PIF_CpG.txt,FL-1_S13,PIF,CpG
FL-1_S13_PIF_CHG.txt,FL-1_S13,PIF,CHG
FL-1_S13_PIF_CHH.txt,FL-1_S13,PIF,CHH
FL-1_S13_Tc1_CpG.txt,FL-1_S13,Tc1,CpG
FL-1_S13_Tc1_CHG.txt,FL-1_S13,Tc1,CHG
FL-1_S13_Tc1_CHH.txt,FL-1_S13,Tc1,CHH
FL-1_S13_hAT_CpG.txt,FL-1_S13,hAT,CpG
FL-1_S13_hAT_CHG.txt,FL-1_S13,hAT,CHG
FL-1_S13_hAT_CHH.txt,FL-1_S13,hAT,CHH
FL-1_S13_TIRun_CpG.txt,FL-1_S13,TIRun,CpG
FL-1_S13_TIRun_CHG.txt,FL-1_S13,TIRun,CHG
FL-1_S13_TIRun_CHH.txt,FL-1_S13,TIRun,CHH
FL-1_S13_Cen_CpG.txt,FL-1_S13,Cen,CpG
FL-1_S13_Cen_CHG.txt,FL-1_S13,Cen,CHG
FL-1_S13_Cen_CHH.txt,FL-1_S13,Cen,CHH
FL-1_S13_LINE_CpG.txt,FL-1_S13,LINE,CpG
FL-1_S13_LINE_CHG.txt,FL-1_S13,LINE,CHG
FL-1_S13_LINE_CHH.txt,FL-1_S13,LINE,CHH
FL-1_S13_SINE_CpG.txt,FL-1_S13,SINE,CpG
FL-1_S13_SINE_CHG.txt,FL-1_S13,SINE,CHG
FL-1_S13_SINE_CHH.txt,FL-1_S13,SINE,CHH
FL-1_S13_Nonun_CpG.txt,FL-1_S13,Nonun,CpG
FL-1_S13_Nonun_CHG.txt,FL-1_S13,Nonun,CHG
FL-1_S13_Nonun_CHH.txt,FL-1_S13,Nonun,CHH
FL-1_S13_HEL_CpG.txt,FL-1_S13,HEL,CpG
FL-1_S13_HEL_CHG.txt,FL-1_S13,HEL,CHG
FL-1_S13_HEL_CHH.txt,FL-1_S13,HEL,CHH
FL-1_S13_Rep_CpG.txt,FL-1_S13,Rep,CpG
FL-1_S13_Rep_CHG.txt,FL-1_S13,Rep,CHG
FL-1_S13_Rep_CHH.txt,FL-1_S13,Rep,CHH
FL-1_S13_Sat_CpG.txt,FL-1_S13,Sat,CpG
FL-1_S13_Sat_CHG.txt,FL-1_S13,Sat,CHG
FL-1_S13_Sat_CHH.txt,FL-1_S13,Sat,CHH
FL-2_S14_Gene_CpG.txt,FL-2_S14,Gene,CpG
FL-2_S14_Gene_CHG.txt,FL-2_S14,Gene,CHG
FL-2_S14_Gene_CHH.txt,FL-2_S14,Gene,CHH
FL-2_S14_Copia_CpG.txt,FL-2_S14,Copia,CpG
FL-2_S14_Copia_CHG.txt,FL-2_S14,Copia,CHG
FL-2_S14_Copia_CHH.txt,FL-2_S14,Copia,CHH
FL-2_S14_Gypsy_CpG.txt,FL-2_S14,Gypsy,CpG
FL-2_S14_Gypsy_CHG.txt,FL-2_S14,Gypsy,CHG
FL-2_S14_Gypsy_CHH.txt,FL-2_S14,Gypsy,CHH
FL-2_S14_TRIM_CpG.txt,FL-2_S14,TRIM,CpG
FL-2_S14_TRIM_CHG.txt,FL-2_S14,TRIM,CHG
FL-2_S14_TRIM_CHH.txt,FL-2_S14,TRIM,CHH
FL-2_S14_LTRun_CpG.txt,FL-2_S14,LTRun,CpG
FL-2_S14_LTRun_CHG.txt,FL-2_S14,LTRun,CHG
FL-2_S14_LTRun_CHH.txt,FL-2_S14,LTRun,CHH
FL-2_S14_CACTA_CpG.txt,FL-2_S14,CACTA,CpG
FL-2_S14_CACTA_CHG.txt,FL-2_S14,CACTA,CHG
FL-2_S14_CACTA_CHH.txt,FL-2_S14,CACTA,CHH
FL-2_S14_Mut_CpG.txt,FL-2_S14,Mut,CpG
FL-2_S14_Mut_CHG.txt,FL-2_S14,Mut,CHG
FL-2_S14_Mut_CHH.txt,FL-2_S14,Mut,CHH
FL-2_S14_PIF_CpG.txt,FL-2_S14,PIF,CpG
FL-2_S14_PIF_CHG.txt,FL-2_S14,PIF,CHG
FL-2_S14_PIF_CHH.txt,FL-2_S14,PIF,CHH
FL-2_S14_Tc1_CpG.txt,FL-2_S14,Tc1,CpG
FL-2_S14_Tc1_CHG.txt,FL-2_S14,Tc1,CHG
FL-2_S14_Tc1_CHH.txt,FL-2_S14,Tc1,CHH
FL-2_S14_hAT_CpG.txt,FL-2_S14,hAT,CpG
FL-2_S14_hAT_CHG.txt,FL-2_S14,hAT,CHG
FL-2_S14_hAT_CHH.txt,FL-2_S14,hAT,CHH
FL-2_S14_TIRun_CpG.txt,FL-2_S14,TIRun,CpG
FL-2_S14_TIRun_CHG.txt,FL-2_S14,TIRun,CHG
FL-2_S14_TIRun_CHH.txt,FL-2_S14,TIRun,CHH
FL-2_S14_Cen_CpG.txt,FL-2_S14,Cen,CpG
FL-2_S14_Cen_CHG.txt,FL-2_S14,Cen,CHG
FL-2_S14_Cen_CHH.txt,FL-2_S14,Cen,CHH
FL-2_S14_LINE_CpG.txt,FL-2_S14,LINE,CpG
FL-2_S14_LINE_CHG.txt,FL-2_S14,LINE,CHG
FL-2_S14_LINE_CHH.txt,FL-2_S14,LINE,CHH
FL-2_S14_SINE_CpG.txt,FL-2_S14,SINE,CpG
